gene bac body
100165497 4066 4597
100165498 2 7
100165499 11 7
100165500 1064 1445
100165501 350 328
100165503 56 367
100165504 13 48
100165505 3291 455
100165507 263 326
100165508 1558 1216
100165509 44 51
100165510 787 831
100165511 494 711
100165512 366 529
100165514 13681 1846
100165517 0 0
100165518 829 1649
100165519 35 27
100165520 143 153
100165521 278 520
100165522 12 27
100165525 2080 2071
100165526 711 1171
100165527 161 239
100165528 0 1
100165529 51 45
100165532 29 19
100165533 146 2158
100165534 2306 3348
100165535 1362 1461
100165536 488 1150
100165537 580 892
100165538 471 545
100165539 276 223
100165540 16079 16244
100165541 1123 2126
100165542 11 152
100165543 770 1289
100165544 322 338
100165546 2217 2943
100165548 687 807
100165549 362 886
100165551 805 610
100165554 712 985
100165555 4 275
100165556 62 88
100165557 2899 3648
100165558 165 199
100165559 790 800
100165561 2243 2941
100165562 617 487
100165564 326 518
100165566 0 2
100165567 627 662
100165568 298 338
100165569 800 1164
100165570 4964 2304
100165571 914 1166
100165572 3473 3409
100165573 411 444
100165575 324 330
100165577 146 324
100165578 4422 7128
100165580 889 1272
100165581 610 910
100165582 3790 2889
100165583 54 1922
100165584 10344 6016
100165585 286 596
100165586 1499 1633
100165587 244 915
100165588 822 1010
100165590 367 462
100165591 2 4
100165592 15 330
100165593 40 313
100165595 2397 2438
100165598 14 264
100165599 19 38
100165600 0 3
100165601 1 7
100165602 77 450
100165603 5 2
100165604 244 364
100165605 1384 1014
100165606 439 939
100165607 304 291
100165608 171 199
100165609 1463 1669
100165610 9584 5669
100165611 394 2212
100165612 137 134
100165613 5 0
100165614 3316 1319
100165615 25 21
100165616 1261 1154
100165617 342 337
100165618 38 249
100165619 1930 4834
100165620 1780 2605
100165621 319 396
100165622 5446 6438
100165623 1 2
100165625 562 752
100165626 13 2
100165627 69 79
100165628 44 22
100165630 387 349
100165631 0 0
100165632 362 2333
100165633 5 44
100165634 332 541
100165635 92 820
100165636 8 3
100165637 38 140
100165638 1365 1768
100165639 547 400
100165640 78 305
100165645 493 618
100165647 370 400
100165648 1316 1636
100165649 2 9
100165650 0 0
100165651 1086 1185
100165653 103 255
100165654 673 1226
100165656 24181 1899
100165657 7796 8002
100165658 992 1411
100165662 7 13
100165663 1 4
100165664 197 193
100165665 111 86
100165667 5 246
100165668 1071 1718
100165670 693 874
100165671 638 1123
100165672 345 492
100165673 766 497
100165674 811 1538
100165675 1109 1852
100165676 97 1211
100165677 966 1069
100165678 2 1
100165679 1405 1563
100165680 3280 2313
100165681 5923 7033
100165682 158 322
100165683 507 594
100165684 5865 6636
100165685 1345 3834
100165686 773 699
100165687 16 32
100165688 645 1313
100165690 487 938
100165691 181 104
100165692 241 677
100165693 866 3193
100165694 50 745
100165695 1944 1529
100165696 400 559
100165697 1775 1682
100165699 1217 1608
100165701 262 407
100165702 73 159
100165703 2500 1637
100165704 1137 1691
100165705 2 9
100165708 0 0
100165710 112 711
100165711 898 913
100165713 217 352
100165716 90 747
100165717 2469 444
100165718 2234 2482
100165719 128 234
100165720 4410 2969
100165722 265 582
100165723 3324 4261
100165725 46 37
100165726 481 7090
100165727 3928 1505
100165728 977 250
100165729 4394 4200
100165730 633 601
100165731 530 1135
100165732 1359 460
100165733 780 1277
100165734 258 249
100165735 34021 7679
100165736 215 593
100165738 897 731
100165740 31 56
100165741 382 11537
100165742 145 194
100165744 11 17
100165745 1021 1420
100165746 28670 24360
100165747 2221 4403
100165748 270 930
100165749 1190 1664
100165750 22972 29325
100165751 1585 31314
100165752 159 940
100165753 2184 1556
100165754 557 409
100165755 0 0
100165756 651 1077
100165758 377 319
100165759 13728 12349
100165760 0 0
100165761 13 244
100165762 468 509
100165764 4 14
100165765 5179 10337
100165766 751 1043
100165768 0 2
100165770 4656 3495
100165771 6341 1005
100165772 3 10
100165773 1608 2115
100165774 1260 1334
100165776 1051 1308
100165777 748 813
100165779 451 349
100165780 1394 2625
100165781 7115 8986
100165783 2543 3157
100165784 589 940
100165785 1319 2736
100165786 975 1705
100165787 10 471
100165788 6648 1264
100165789 393 510
100165791 0 0
100165792 1954 1955
100165793 284 391
100165794 862 1144
100165796 110 58
100165797 521 1144
100165798 2120 1919
100165799 51 136
100165800 1162 1125
100165801 24 16
100165802 8053 8193
100165803 4 1
100165804 21600 16093
100165805 346 356
100165806 119 62
100165807 5 1
100165808 12 12
100165810 30 435
100165811 90 900
100165812 1646 2588
100165813 0 0
100165814 2706 2934
100165815 1251 598
100165816 222 246
100165817 0 0
100165818 1109 853
100165820 1 9
100165821 402 484
100165822 269 379
100165823 526 904
100165824 89 184
100165826 411 601
100165827 651 660
100165828 1509 2044
100165829 392 818
100165831 2522 2902
100165833 4695 2598
100165834 788 735
100165835 2025 1646
100165836 626 1401
100165837 145 213
100165838 646 980
100165839 0 1
100165840 1104 1477
100165841 659 905
100165843 671 725
100165844 407 425
100165846 316 431
100165847 2401 2230
100165848 0 0
100165851 338 897
100165852 178 254
100165853 331 1351
100165854 266 269
100165856 420 347
100165857 2491 2631
100165858 1105 1516
100165859 429 503
100165861 368 543
100165862 66 98
100165863 199 206
100165864 1126 1990
100165865 149 2139
100165866 7293 5137
100165867 159 320
100165868 1322 1506
100165869 18 170
100165870 407 4664
100165871 2023 2660
100165872 351 513
100165873 24 1292
100165874 13120 10894
100165875 657 782
100165876 29 31
100165877 738 1067
100165878 270 301
100165879 20 18
100165880 1124 1814
100165881 1045 1397
100165882 38 257
100165883 4 151
100165884 258 1994
100165885 713 972
100165886 0 0
100165887 7852 4167
100165888 4127 4933
100165889 544 479
100165890 668 558
100165892 1212 1673
100165894 222 745
100165895 45 405
100165896 1331 1773
100165897 26 192
100165898 52 65
100165899 1121 1230
100165900 5352 1829
100165901 3201 3778
100165902 1277 1093
100165903 1574 2111
100165904 162 254
100165906 1529 1791
100165907 3131 3943
100165908 1903 2515
100165910 8 34
100165911 273 640
100165913 6476 7402
100165915 15 49
100165916 327 325
100165918 1546 1494
100165919 11295 5475
100165920 703 1426
100165921 1416 7164
100165923 3308 2912
100165925 210 211
100165926 589 833
100165927 1363 1349
100165929 897 1145
100165930 26 403
100165931 5059 5323
100165932 13 93
100165933 44 402
100165935 627 560
100165936 12 334
100165937 1046 1296
100165939 35 223
100165940 341 248
100165941 482 866
100165942 0 2
100165943 1033 784
100165945 235 344
100165946 19629 17058
100165947 8 147
100165948 478 565
100165949 88 77
100165950 637 940
100165951 264 436
100165952 15 1
100165953 2223 2646
100165954 100 531
100165955 109 538
100165956 29 230
100165958 230 1717
100165959 56 716
100165960 181 234
100165961 1310 1619
100165962 436 1685
100165963 148 4543
100165965 29136 23152
100165966 1527 1545
100165967 427 514
100165969 7371 7378
100165970 456 437
100165971 1330 1260
100165972 288 279
100165973 10 52
100165974 1 0
100165975 308 750
100165977 4977 287
100165978 2229 3207
100165979 1188 1354
100165980 134 139
100165984 5 2
100165987 87 120
100165988 724 1022
100165990 4 11
100165991 384 490
100165993 2552 2306
100165994 828 967
100165995 28 318
100165996 80 464
100165997 166 123
100165998 34 15
100165999 4 0
100166001 11182 2273
100166002 520 568
100166003 59 62
100166005 32 320
100166006 343 632
100166007 1339 3853
100166008 491 3552
100166010 378 386
100166011 921 1084
100166012 40 29
100166013 36 58
100166014 1261 972
100166015 295 180
100166016 3129 3146
100166017 171 191
100166021 1431 1145
100166022 2280 2067
100166026 11139 8520
100166028 536 727
100166029 3 59
100166030 882 1173
100166031 18 35
100166032 1449 1612
100166034 28 197
100166035 365 460
100166038 1195 2542
100166039 1034 8385
100166040 0 0
100166041 11 59
100166043 309 438
100166044 3568 3779
100166045 928 1342
100166046 420 306
100166047 175 202
100166048 5 22
100166049 150 351
100166050 462 515
100166051 38 645
100166052 2289 3541
100166053 1016 1110
100166054 78 40
100166055 1 3
100166056 210 351
100166057 25 11
100166058 0 0
100166059 2347 2509
100166060 1264 1501
100166061 752 847
100166062 750 806
100166063 797 2267
100166064 975 1131
100166065 181 1044
100166066 90 408
100166067 595 843
100166070 510 475
100166071 24316 9939
100166073 356 451
100166074 469 674
100166075 57 32
100166076 33 1120
100166077 97 150
100166079 1332 1852
100166080 764 1229
100166082 30994 26557
100166084 3 0
100166085 1395 2195
100166086 314 256
100166087 15 188
100166088 105 352
100166089 65 195
100166090 393 752
100166091 302 675
100166092 1073 1284
100166094 202 1434
100166095 341 296
100166096 877 818
100166099 673 333
100166100 730 847
100166101 1678 1354
100166102 657 796
100166104 6 4
100166105 14879 11021
100166106 337 380
100166107 1506 54
100166108 1350 1014
100166110 246 284
100166111 623 1560
100166113 888 1042
100166116 235 268
100166117 600 802
100166119 638 18782
100166120 429 378
100166121 3233 2789
100166122 13928 9257
100166123 202 1669
100166124 16269 9425
100166125 236 290
100166126 310 544
100166127 120 99
100166128 63142 55631
100166129 2997 2849
100166133 659 998
100166134 0 2
100166135 18 283
100166136 879 1054
100166137 1342 1800
100166138 5 68
100166139 791 1162
100166140 1123 1705
100166141 424 780
100166144 514 484
100166145 210 38
100166146 1722 2915
100166148 247 342
100166149 701 805
100166150 280 478
100166151 2515 860
100166152 0 0
100166153 822 1342
100166156 187 382
100166158 319 419
100166159 22 167
100166160 580 719
100166161 900 1673
100166162 179 240
100166163 1078 1458
100166164 15 8
100166165 0 0
100166166 3 3
100166167 3 0
100166168 0 0
100166169 16 51
100166170 1367 1540
100166172 1390 1286
100166173 44 893
100166174 98 797
100166175 1353 1747
100166176 363 637
100166179 0 0
100166181 609 824
100166182 1006 1046
100166184 41 854
100166185 61 596
100166186 2723 3379
100166187 2 0
100166189 698 737
100166190 1179 3818
100166191 354 357
100166192 522 758
100166193 1960 3152
100166194 210 214
100166195 5 6
100166196 1896 2479
100166197 331 144
100166199 642 946
100166201 1423 1341
100166202 46 454
100166207 167 179
100166208 845 1107
100166209 42 371
100166210 966 1113
100166211 6 12
100166212 6388 4433
100166213 1640 1403
100166215 88 577
100166216 1015 1118
100166217 1139 1302
100166219 1991 1675
100166220 1513 1863
100166221 4050 3822
100166222 2573 2608
100166223 1379 1698
100166224 624 783
100166226 3013 3126
100166228 929 1887
100166229 379 424
100166230 336 2908
100166231 395 609
100166232 17 23
100166234 175 198
100166235 46 160
100166236 366 510
100166237 0 0
100166238 2841 2280
100166239 93 185
100166240 14 102
100166241 374 512
100166242 2598 2503
100166244 112 2202
100166245 16 128
100166247 1243 1841
100166248 614 787
100166249 140 554
100166250 1764 2057
100166251 1313 1267
100166253 3 28
100166254 3142 4073
100166255 1203 1443
100166257 818 79
100166258 20 205
100166259 0 73
100166261 41 101
100166262 87 246
100166263 2 2
100166264 433 804
100166265 0 0
100166266 2692 3596
100166267 3 31
100166269 277 3458
100166270 1 5
100166272 1997 2114
100166273 1119 1805
100166274 1961 1760
100166276 152 103
100166277 532 690
100166278 1431 1003
100166279 14 343
100166280 1166 1055
100166281 1067 1421
100166282 38 349
100166283 24882 34806
100166284 106 366
100166285 1681 2213
100166286 27 597
100166287 44 140
100166288 993 1866
100166289 359 622
100166290 164 229
100166291 82 88
100166292 141 81
100166293 1 0
100166294 68 224
100166295 1505 2103
100166296 14720 14940
100166297 335 488
100166298 28 62
100166299 1279 1468
100166300 1386 1792
100166301 8318 9593
100166302 41 345
100166303 908 1204
100166304 192 155
100166306 797 1148
100166307 1145 1596
100166308 1448 1854
100166309 973 1333
100166310 616 592
100166311 1189 1310
100166312 720 734
100166313 13711 4007
100166314 211 3537
100166315 235 453
100166316 21 1343
100166317 733 1702
100166318 4 7
100166319 259 415
100166321 14 181
100166323 234 403
100166324 1811 1757
100166325 14507 10733
100166326 0 5
100166327 0 0
100166328 1470 195
100166332 1 0
100166333 1077 1099
100166334 103 227
100166337 815 677
100166338 351 875
100166339 149 233
100166340 1155 167
100166341 61 78
100166342 4445 2358
100166343 2159 2529
100166344 1439 1944
100166346 753 658
100166348 258 1332
100166349 9 144
100166350 2 0
100166352 438 675
100166354 25 35
100166355 0 8
100166356 563 897
100166357 11860 330
100166358 1 4
100166359 6636 6148
100166360 190 224
100166361 109 282
100166362 36 11
100166363 41 365
100166365 695 367
100166366 0 28
100166367 202 361
100166368 2445 2539
100166369 544 1009
100166370 549 737
100166371 1778 1635
100166374 3 2
100166378 11 162
100166379 207 899
100166380 10235 8265
100166382 89 137
100166383 537 774
100166385 389 411
100166386 5 48
100166387 572 831
100166388 2597 1071
100166389 7833 2905
100166390 94 117
100166392 702 1029
100166394 1982 3725
100166395 44 760
100166396 1115 1870
100166397 217 247
100166398 1 0
100166399 3628 3579
100166400 702 535
100166401 212 307
100166402 472 829
100166403 678 581
100166404 402 508
100166406 61 2
100166407 250 336
100166408 7904 8007
100166409 136 725
100166412 0 0
100166413 1753 1833
100166414 1032 1106
100166415 5 3
100166417 127 204
100166419 918 1174
100166421 973 1370
100166422 730 517
100166423 2221 3092
100166424 2385 3449
100166425 273 293
100166426 29628 21504
100166427 712 1112
100166428 1958 2871
100166429 356 714
100166431 1034 1030
100166432 0 0
100166433 0 1
100166436 2929 2526
100166437 926 1215
100166439 22 65
100166440 862 1033
100166442 995 1376
100166443 1254 1434
100166444 0 0
100166445 2 4
100166446 229 1172
100166451 6 18
100166454 432 744
100166457 575 1985
100166459 5628 10854
100166460 592 667
100166461 129 498
100166462 456 1156
100166463 1241 1707
100166465 990 859
100166467 12 63
100166468 1319 1053
100166469 21 73
100166470 740 570
100166472 3755 1686
100166473 2312 2849
100166474 5579 7427
100166476 773 1090
100166477 0 0
100166478 761 631
100166479 9 114
100166483 3922 5504
100166485 1171 1655
100166487 71 323
100166489 3 37
100166491 595 809
100166492 2 84
100166493 0 0
100166494 5 72
100166495 97 201
100166497 211 355
100166498 462 649
100166499 3180 3657
100166500 1754 1080
100166501 1554 1716
100166502 0 0
100166503 313 376
100166504 10 34
100166505 0 0
100166506 501 791
100166509 76 344
100166510 2844 3908
100166511 1433 1224
100166512 1297 1348
100166513 781 1710
100166514 6 61
100166516 99 513
100166518 341 468
100166520 661 706
100166521 681 679
100166522 3 47
100166523 891 880
100166524 862 2495
100166526 24 261
100166528 132 217
100166529 65 948
100166530 57 4504
100166531 0 0
100166532 1873 1835
100166533 24 533
100166534 1665 1966
100166535 1016 699
100166536 912 1211
100166537 399 433
100166538 3 9
100166540 11473 13202
100166541 727 781
100166542 0 0
100166543 325 467
100166544 1185 1324
100166545 2028 11206
100166546 5740 1147
100166547 444 303
100166548 5534 6177
100166551 720 663
100166552 106 724
100166553 195 219
100166554 17 4
100166556 8 74
100166557 377 298
100166558 14 30
100166559 30 443
100166560 50 265
100166561 1 5
100166562 396 459
100166563 633 1263
100166564 139 716
100166565 13 43
100166566 484 1468
100166567 1228 1507
100166569 67 625
100166571 24 252
100166572 506 459
100166573 722 842
100166574 1142 6890
100166575 894 1133
100166576 975 1898
100166577 2227 689
100166578 584 908
100166579 310 375
100166580 43 330
100166581 12 29
100166582 6155 4500
100166583 1971 1360
100166585 239 242
100166586 25163 15571
100166587 60 87
100166588 1941 894
100166589 788 1223
100166590 0 8
100166591 314 576
100166592 20987 22361
100166593 11 48
100166594 9 13
100166595 598 851
100166596 446 1221
100166597 67 226
100166599 1356 2226
